Nome do item,Origem / mídia da sessão,Sessões,Itens vistos,Itens adicionados ao carrinho,Itens comprados,Receita do item
CALÇA BASICA - CV261305 (Branco de Neve (off white) (11-0602), G),facebook / cpc02_aberto_top/estados_all,1,0,0,0,0
CALÇA BICOLOR BÁSICA - CSV261058,facebook / cpc01_adv,1,0,0,0,0
CALÇA BICOLOR BÁSICA - CSV261058,facebook / cpc01_adv+aberto_best_sellers+profundidade,1,0,0,0,0
CALÇA BICOLOR BÁSICA - CSV261058,facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
CALÇA BICOLOR BÁSICA - CSV261058 (Bege cinza Fumaça (Smoke Gray TC) (14-1209), G),bing / organic,1,0,0,0,0
CALÇA BICOLOR BÁSICA - CSV261058 (Bege cinza Fumaça (Smoke Gray TC) (14-1209), G),br.search.yahoo.com / referral,1,0,0,0,0
CALÇA BICOLOR BÁSICA - CSV261058 (Bege cinza Fumaça (Smoke Gray TC) (14-1209), G),carlotacostab2c.lojavirtualnuvem.com.br / referral,1,0,0,0,0
CALÇA BICOLOR BÁSICA - CSV261058 (Bege cinza Fumaça (Smoke Gray TC) (14-1209), G),facebook / cpc01_adv+sugestões_top/estados_all,1,0,0,0,0
CALÇA BICOLOR BÁSICA - CSV261058 (Bege cinza Fumaça (Smoke Gray TC) (14-1209), G),facebook / cpc04_adv+sugestões_top/estados_OUTONO/INVERNO,1,0,0,0,0
CALÇA BICOLOR BÁSICA - CSV261058 (Bege cinza Fumaça (Smoke Gray TC) (14-1209), G),facebook / cpc1_advantage+sugestões_all,1,0,0,0,0
CALÇA BICOLOR BÁSICA - CSV261058 (Preto (Raven TC) (19-0000), GG),edrone / email,1,0,1,0,0
CALÇA BICOLOR BÁSICA - CSV261058 (Preto (Raven TC) (19-0000), GG),google / cpc,1,0,1,0,0
CALÇA BICOLOR BÁSICA - CSV261058 (Preto (Raven TC) (19-0000), P),(direct) / (none),1,0,1,0,0
CALÇA BICOLOR BÁSICA - CSV261058 (Preto (Raven TC) (19-0000), P),INSTAGRAM / LINKTREE,1,0,1,0,0
CALÇA BICOLOR BÁSICA - CSV261058 (Preto (Raven TC) (19-0000), P),google / cpc,1,0,1,0,0
CALÇA BOLSOS - CSI250746,(direct) / (none),1,0,0,0,0
CALÇA BOLSOS - CSI250746,facebook / cpc01_adv,1,0,0,0,0
CALÇA BOLSOS - CSI250746 (CARAMELO (Cashew TC) (17-1137), G),bing / organic,1,1,0,0,0
CALÇA BOLSOS - CSI250746 (CARAMELO (Cashew TC) (17-1137), G),facebook / cpc01_adv,1,1,0,0,0
CALÇA BOLSOS - CSI250746 (CARAMELO (Cashew TC) (17-1137), M),INSTAGRAM / LINKTREE,1,0,1,0,0
CALÇA BOLSOS - CSI250746 (CARAMELO (Cashew TC) (17-1137), P),google / cpc,1,0,1,0,0
CALÇA BOLSOS - CSI250746 (VERMELHO FLAMEJANTE  (Fiery Red TC) (18-1664), M),(direct) / (none),1,0,1,0,0
CALÇA BÁSICA - CV261794.2,facebook / cpc01_adv,1,0,0,0,0
CALÇA BÁSICA - CV261794.2 (MARROM (Brunette TC) (19-1235), G),(direct) / (none),1,0,0,0,0
CALÇA BÁSICA - CV261794.2 (MARROM (Brunette TC) (19-1235), G),INSTAGRAM / LINKTREE,1,0,0,0,0
CALÇA BÁSICA - CV261794.2 (MARROM (Brunette TC) (19-1235), G),edrone / email,1,0,0,0,0
CALÇA BÁSICA - CV261794.2 (MARROM (Brunette TC) (19-1235), G),facebook / cpc01_adv,1,1,0,0,0
CALÇA BÁSICA - CV261794.2 (MARROM (Brunette TC) (19-1235), G),google / organic,1,0,0,0,0
CALÇA BÁSICA BOTÕES - CI250758,google / cpc,1,0,0,0,0
CALÇA BÁSICA BOTÕES - CI250758 (BRANCO (off white) (11-0602), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,1,1,0,0,0
CALÇA BÁSICA BOTÕES - CI250758 (BRANCO (off white) (11-0602), G),google / cpc,1,1,0,0,0
CALÇA CAPRI - CAI251233,(direct) / (none),1,0,0,0,0
CALÇA CAPRI - CAI251233,INSTAGRAM / LINKTREE,1,0,0,0,0
CALÇA CAPRI - CAI251233 (PRETO (Raven TC) (19-0000), G),INSTAGRAM / LINKTREE,1,1,0,0,0
CALÇA CAPRI - CAI251233 (PRETO (Raven TC) (19-0000), G),edrone / email,1,0,0,0,0
CALÇA CAPRI - CAI251233 (PRETO (Raven TC) (19-0000), G),facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
CALÇA CAPRI - CAI251233 (PRETO (Raven TC) (19-0000), G),google / organic,1,0,0,0,0
CALÇA CAPRI - CAI251233 (PRETO (Raven TC) (19-0000), P),INSTAGRAM / LINKTREE,1,0,1,0,0
CALÇA CARGO - CI250849,IGShopping / Social,1,0,0,0,0
CALÇA CARGO - CI250849,edrone / email,1,0,0,0,0
CALÇA CARGO - CI250849,facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
CALÇA CARGO - CI250849,google / organic,1,0,0,0,0
CALÇA CARGO - CI250849 (BRANCO (off white) (11-0602), G),(direct) / (none),1,0,0,0,0
CALÇA CARGO - CI250849 (BRANCO (off white) (11-0602), G),IGShopping / Social,1,2,0,0,0
CALÇA CARGO - CI250849 (BRANCO (off white) (11-0602), G),facebook / cpc03_interesses_top/estados_all,1,1,0,0,0
CALÇA CARGO - CI250849 (BRANCO (off white) (11-0602), G),google / organic,1,1,0,0,0
CALÇA CARGO - CI250849 (BRANCO (off white) (11-0602), GG),edrone / email,1,0,1,0,0
CALÇA CARGO - CI250849 (BRANCO (off white) (11-0602), GG),facebook / cpc01_adv+aberto_best_sellers+profundidade,1,0,1,0,0
CALÇA CARGO - CI250849 (BRANCO (off white) (11-0602), P),facebook / cpc03_interesses_top/estados_all,1,0,1,0,0
CALÇA CARGO - CI261868,INSTAGRAM / LINKTREE,1,0,0,0,0
CALÇA CARGO - CI261868,edrone / email,1,0,0,0,0
CALÇA CARGO - CI261868,google / organic,1,0,0,0,0
CALÇA CARGO - CI261868 (Preto (Raven TC) (19-0000), P),edrone / email,1,0,1,0,0
CALÇA CARGO - CI261868 (Rawhide TC (18-1137), G),(data not available),1,0,0,0,0
CALÇA CARGO - CI261868 (Rawhide TC (18-1137), G),facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
CALÇA CARGO - CI261868 (Rawhide TC (18-1137), G),facebook / cpc04_adv+sugestões_top/estados_OUTONO/INVERNO,1,0,0,0,0
CALÇA CARGO COM PÉROLAS - CI250926,facebook / cpc02_aberto_top/estados_all,1,0,0,0,0
CALÇA CARGO COM PÉROLAS - CI250926,facebook / cpc04_adv+sugestões_top/estados_OUTONO/INVERNO,1,0,0,0,0
CALÇA CARGO COM PÉROLAS - CI250926,facebook / cpc1_advantage+sugestões_all,1,0,0,0,0
CALÇA CARGO COM PÉROLAS - CI250926 (BEGE(Sandshell TC) (13-0907), G),(not set),1,0,0,0,0
CALÇA CARGO COM PÉROLAS - CI250926 (BEGE(Sandshell TC) (13-0907), G),IGShopping / Social,1,0,0,0,0
CALÇA CARGO COM PÉROLAS - CI250926 (BEGE(Sandshell TC) (13-0907), G),br.search.yahoo.com / referral,1,0,0,0,0
CALÇA CARGO COM PÉROLAS - CI250926 (BEGE(Sandshell TC) (13-0907), G),ecosia.org / organic,1,0,0,0,0
CALÇA CARGO COM PÉROLAS - CI250926 (BEGE(Sandshell TC) (13-0907), G),l.facebook.com / referral,1,0,0,0,0
CALÇA CARGO COM PÉROLAS - CI250926 (BEGE(Sandshell TC) (13-0907), G),nuvem-app / referral,1,0,0,0,0
CALÇA CARGO COM PÉROLAS - CI250926 (BEGE(Sandshell TC) (13-0907), GG),INSTAGRAM / LINKTREE,1,0,1,0,0
CALÇA CARGO COM PÉROLAS - CI250926 (BEGE(Sandshell TC) (13-0907), M),(direct) / (none),1,0,1,0,0
CALÇA CARGO COM PÉROLAS - CI250926 (BEGE(Sandshell TC) (13-0907), M),INSTAGRAM / LINKTREE,1,0,1,0,0
CALÇA CARGO COM PÉROLAS - CI250926 (BEGE(Sandshell TC) (13-0907), M),facebook / cpc01_adv,1,0,1,0,0
CALÇA CARGO COM PÉROLAS - CI250926 (VERDE (Dusky Green TC) (17-0517), G),(data not available),1,0,1,0,0
CALÇA CARGO COM PÉROLAS - CI250926 (VERDE (Dusky Green TC) (17-0517), G),edrone / email,1,0,0,0,0
CALÇA CENOURA BOLSOS - CV250323,INSTAGRAM / LINKTREE,1,0,0,0,0
CALÇA CENOURA BOLSOS - CV250323,facebook / cpc01_adv,1,0,0,0,0
CALÇA CENOURA BOLSOS - CV250323,facebook / cpc02_aberto_top/estados_all,1,0,0,0,0
CALÇA CENOURA BOLSOS - CV250323,google / cpc,1,0,0,0,0
CALÇA CENOURA BOLSOS - CV250323 (JARDIM SECRETO ALT (CV25BR001), G),INSTAGRAM / LINKTREE,1,1,0,0,0
CALÇA CENOURA BOLSOS - CV250323 (JARDIM SECRETO ALT (CV25BR001), G),facebook / cpc02_aberto_top/estados_all,1,1,0,0,0
CALÇA CENOURA COM CINTO - CSI250614,(data not available),1,0,0,0,0
CALÇA CENOURA COM CINTO - CSI250614,facebook / cpc1_advantage+sugestões_all,1,0,0,0,0
CALÇA CENOURA COM CINTO - CSI250614,l.facebook.com / referral,1,0,0,0,0
CALÇA CENOURA COM CINTO - CSI250614 (Lark TC (16-1324), G),(data not available),1,2,0,0,0
CALÇA CENOURA COM CINTO - CSI250614 (Lark TC (16-1324), G),(not set),1,0,0,0,0
CALÇA CENOURA COM CINTO - CSI250614 (Lark TC (16-1324), G),br.search.yahoo.com / referral,1,0,0,0,0
CALÇA CENOURA COM CINTO - CSI250614 (Lark TC (16-1324), G),ecosia.org / organic,1,0,0,0,0
CALÇA CENOURA COM CINTO - CSI250614 (Lark TC (16-1324), G),facebook / cpc01_adv aberto_best_sellers profundidade,1,3,0,0,0
CALÇA CENOURA COM CINTO - CSI250614 (Lark TC (16-1324), G),facebook / cpc1_advantage+sugestões_all,1,1,0,0,0
CALÇA CENOURA COM CINTO - CSI250614 (Lark TC (16-1324), G),l.facebook.com / referral,1,1,0,0,0
CALÇA CENOURA COM CINTO - CSI250614 (Lark TC (16-1324), GG),edrone / email,1,0,1,0,0
CALÇA CENOURA COM CINTO - CSI250614 (Lark TC (16-1324), GG),facebook / cpc01_adv,1,0,1,0,0
CALÇA CENOURA COM CINTO - CSI250614 (Lark TC (16-1324), GG),google / organic,1,0,1,0,0
CALÇA CENOURA COM CINTO - CSI250614 (Lark TC (16-1324), GG),l.facebook.com / referral,1,0,1,0,0
CALÇA CENOURA COM CINTO - CSI250614 (Lark TC (16-1324), M),facebook / cpc01_adv+aberto_best_sellers+profundidade,1,0,1,0,0
CALÇA CENOURA COM CINTO - CSI250614 (Lark TC (16-1324), M),facebook / cpc03_interesses_top/estados_all,1,0,1,0,0
CALÇA CENOURA COM CINTO - CSI250614 (Lark TC (16-1324), P),(direct) / (none),1,0,0,0,0
CALÇA CENOURA COM CINTO - CSI250614 (Lark TC (16-1324), P),edrone / email,1,0,1,0,0
CALÇA CENOURA COM CINTO - CSI250614 (Lark TC (16-1324), P),facebook / cpc01_adv,1,0,1,0,0
CALÇA CENOURA COM CINTO - CSI250614 (Preto (Raven TC) (19-0000), G),bing / organic,1,0,1,0,0
CALÇA CENOURA COM CINTO - CSI250614 (Preto (Raven TC) (19-0000), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,1,0,1,0,0
CALÇA CENOURA COM CINTO - CSI250614 (Preto (Raven TC) (19-0000), G),facebook / cpc02_aberto_top/estados_all,1,0,1,0,0
CALÇA CENOURA COM CINTO - CSI250614 (Preto (Raven TC) (19-0000), M),google / cpc,1,0,1,0,0
CALÇA CENOURA COM CINTO - CSI250675,edrone / email,1,0,0,0,0
CALÇA CENOURA COM CINTO - CSI250675,facebook / cpc01_adv,1,0,0,0,0
CALÇA CENOURA COM CINTO - CSI250675,facebook / cpc01_adv+aberto_best_sellers+profundidade,1,0,0,0,0
CALÇA CENOURA COM CINTO - CSI250675,facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
CALÇA CENOURA COM CINTO - CSI250675 (AZUL (Blue Mirage TC) (18-4215), G),google / cpc,1,0,1,0,0
CALÇA CENOURA COM CINTO - CSI250675 (AZUL (Blue Mirage TC) (18-4215), PP),google / cpc,1,0,1,0,0
CALÇA CENOURA COM CINTO - CSI250675 (CINZA GRANIZO (Sleet) (16-3916), G),(direct) / (none),1,1,0,0,0
CALÇA CENOURA COM CINTO - CSI250675 (CINZA GRANIZO (Sleet) (16-3916), G),bing / organic,1,1,0,0,0
CALÇA CENOURA COM CINTO - CSI250675 (CINZA GRANIZO (Sleet) (16-3916), G),facebook / cpc01_adv,1,1,0,0,0
CALÇA CENOURA COM CINTO - CSI250675 (CINZA GRANIZO (Sleet) (16-3916), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,1,1,0,0,0
CALÇA CENOURA COM CINTO - CSI250675 (CINZA GRANIZO (Sleet) (16-3916), G),facebook / cpc03_interesses_top/estados_all,1,2,0,0,0
CALÇA CENOURA COM CINTO - CSI250675 (CINZA GRANIZO (Sleet) (16-3916), P),(direct) / (none),1,0,1,0,0
CALÇA CENOURA COM CINTO - CSI250675 (CINZA GRANIZO (Sleet) (16-3916), P),facebook / cpc01_adv,1,0,2,0,0
CALÇA CENOURA COM CINTO - CSI250675 (CINZA GRANIZO (Sleet) (16-3916), P),facebook / cpc03_interesses_top/estados_all,1,0,1,0,0
CALÇA CENOURA COM CINTO - CSI250675 (CINZA GRANIZO (Sleet) (16-3916), P),google / organic,1,0,1,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2,facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2,facebook / cpc04_adv+sugestões_top/estados_OUTONO/INVERNO,1,0,0,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2 (Branco de Neve (off white) (11-0602), G),br.search.yahoo.com / referral,1,0,0,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2 (Branco de Neve (off white) (11-0602), G),carlotacostab2c.lojavirtualnuvem.com.br / referral,1,0,0,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2 (Branco de Neve (off white) (11-0602), G),facebook / cpc01_adv aberto_best_sellers profundidade,1,0,0,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2 (Branco de Neve (off white) (11-0602), G),facebook / cpc03_interesses_top/estados_all,1,2,0,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2 (Branco de Neve (off white) (11-0602), G),facebook / cpc04_adv+sugestões_top/estados_OUTONO/INVERNO,1,1,0,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2 (Branco de Neve (off white) (11-0602), G),facebook.com / referral,1,1,0,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2 (Branco de Neve (off white) (11-0602), G),l.instagram.com / referral,1,1,0,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2 (Branco de Neve (off white) (11-0602), M),(direct) / (none),1,0,2,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2 (Branco de Neve (off white) (11-0602), M),facebook / cpc01_adv,1,0,1,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2 (Branco de Neve (off white) (11-0602), M),google / cpc,1,0,1,1,147.480002
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2 (Branco de Neve (off white) (11-0602), M),google / organic,1,0,1,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2 (Preto (Raven TC) (19-0000), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,1,0,1,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2 (Preto (Raven TC) (19-0000), GG),edrone / email,1,0,1,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2 (Preto (Raven TC) (19-0000), GG),facebook / cpc01_adv+aberto_best_sellers+profundidade,1,0,1,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2 (Preto (Raven TC) (19-0000), GG),google / cpc,1,0,1,1,141.579999
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2 (VERDE (Green Tambourine TC) (18-6033), GG),facebook / cpc01_adv+aberto_best_sellers+profundidade,1,0,1,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2 (VERDE (Green Tambourine TC) (18-6033), GG),google / organic,1,0,1,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2 (VERDE (Green Tambourine TC) (18-6033), P),(direct) / (none),1,0,1,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2 (VERDE (Green Tambourine TC) (18-6033), P),facebook / cpc01_adv,1,0,1,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2 (VERDE (Green Tambourine TC) (18-6033), P),google / cpc,1,0,1,0,0
CALÇA COM ACESSORIO - CV250379,(data not available),1,0,0,0,0
CALÇA COM ACESSORIO - CV250379,(direct) / (none),1,0,0,0,0
CALÇA COM ACESSORIO - CV250379,INSTAGRAM / LINKTREE,1,0,0,0,0
CALÇA COM ACESSORIO - CV250379,bing / organic,1,0,0,0,0
CALÇA COM ACESSORIO - CV250379,facebook / cpc01_adv aberto_best_sellers profundidade,1,0,0,0,0
CALÇA COM ACESSORIO - CV250379 (AZUL CIANO (Cyan Blue TC) (16-4529), G),INSTAGRAM / LINKTREE,1,1,0,0,0
CALÇA COM ACESSORIO - CV250379 (AZUL CIANO (Cyan Blue TC) (16-4529), G),bing / organic,1,1,0,0,0
CALÇA COM ACESSORIO - CV250379 (AZUL CIANO (Cyan Blue TC) (16-4529), G),edrone / email,1,0,0,0,0
CALÇA COM ACESSORIO - CV250379 (AZUL CIANO (Cyan Blue TC) (16-4529), G),facebook / cpc01_adv aberto_best_sellers profundidade,1,2,0,0,0
CALÇA COM ACESSORIO - CV250379 (AZUL CIANO (Cyan Blue TC) (16-4529), G),google / organic,1,0,0,0,0
CALÇA COM ACESSORIO - CV250379 (AZUL CIANO (Cyan Blue TC) (16-4529), P),bing / organic,1,0,1,0,0
CALÇA COM BOLSO - CSI250634,(direct) / (none),1,0,0,0,0
CALÇA COM BOLSO - CSI250634,facebook / cpc01_adv,1,0,0,0,0
CALÇA COM BOLSO - CSI250634 (BEGE (Khaki TC) (16-0726), G),(data not available),1,0,0,0,0
CALÇA COM BOLSO - CSI250634 (BEGE (Khaki TC) (16-0726), G),bing / organic,1,1,0,0,0
CALÇA COM BOLSO - CSI250634 (BEGE (Khaki TC) (16-0726), G),edrone / email,1,1,0,0,0
CALÇA COM BOLSO - CSI250634 (BEGE (Khaki TC) (16-0726), G),facebook / cpc03_interesses_top/estados_all,1,0,0,1,128.779999
CALÇA COM BOLSO - CSI250634 (BEGE (Khaki TC) (16-0726), G),facebook / cpc04_adv+sugestões_top/estados_OUTONO/INVERNO,1,1,0,0,0
CALÇA COM BOLSO - CSI250634 (BEGE (Khaki TC) (16-0726), G),ig / social,1,0,0,0,0
CALÇA COM BOLSO - CSI250634 (BEGE (Khaki TC) (16-0726), GG),google / cpc,1,0,1,0,0
CALÇA COM BOLSO - CSI250634 (Sycamore TC (19-5917), PP),google / cpc,1,0,1,0,0
CALÇA COM BOLSOS - CI250876,(data not available),1,0,0,0,0
CALÇA COM BOLSOS - CI250876,IGShopping / Social,1,0,0,0,0
CALÇA COM BOLSOS - CI250876,facebook / cpc02_aberto_top/estados_all,1,0,0,0,0
CALÇA COM BOLSOS - CI250876 (CINZA (Blackened Pearl, G),google / organic,1,0,1,0,0
CALÇA COM BOLSOS - CI250876 (CINZA (Blackened Pearl, GG),google / cpc,1,0,1,0,0
CALÇA COM BOLSOS - CI250876 (CINZA (Blackened Pearl, M),(not set),1,0,1,1,4.720002
CALÇA COM BOLSOS - CI250876 (CINZA (Blackened Pearl, P),facebook / cpc01_adv,1,0,1,0,0
CALÇA COM BOLSOS - CI250876 (CINZA (Blackened Pearl, PP),google / organic,1,0,1,0,0
CALÇA COM BOLSOS - CI250876 (LILAS (Lilas TC, G),(data not available),1,1,0,0,0
CALÇA COM BOLSOS - CI250876 (LILAS (Lilas TC, G),IGShopping / Social,1,1,0,0,0
CALÇA COM BOLSOS - CI250876 (LILAS (Lilas TC, G),carlotacostab2c.lojavirtualnuvem.com.br / referral,1,0,0,0,0
CALÇA COM BOLSOS - CI250876 (LILAS (Lilas TC, G),ecosia.org / organic,1,0,0,0,0
CALÇA COM BOLSOS - CI250876 (LILAS (Lilas TC, G),facebook / cpc04_adv+sugestões_top/estados_OUTONO/INVERNO,1,0,0,0,0
CALÇA COM BOLSOS - CI250876 (LILAS (Lilas TC, G),facebook / cpc1_advantage sugestões_all,1,1,0,0,0
CALÇA COM BOLSOS - CI250876 (LILAS (Lilas TC, G),facebook / cpc1_advantage+sugestões_all,1,0,0,0,0
CALÇA COM BOLSOS - CI250876 (LILAS (Lilas TC, G),l.facebook.com / referral,1,0,0,0,0
CALÇA COM BOLSOS - CI250876 (LILAS (Lilas TC, G),nuvem-app / referral,1,0,0,0,0
CALÇA COM BOLSOS - CI250876 (LILAS (Lilas TC, GG),(direct) / (none),1,0,1,0,0
CALÇA COM BOLSOS - CI250876 (LILAS (Lilas TC, GG),edrone / email,1,0,1,0,0
CALÇA COM BOLSOS - CI250876 (LILAS (Lilas TC, GG),google / cpc,1,0,1,0,0
CALÇA COM BOLSOS - CI250876 (LILAS (Lilas TC, GG),google / organic,1,0,0,1,136.540002
CALÇA COM BOLSOS - CI250876 (LILAS (Lilas TC, P),(direct) / (none),1,0,1,0,0
CALÇA COM BOLSOS - CI250876 (LILAS (Lilas TC, P),google / organic,1,0,1,1,191.16
CALÇA COM BOLSOS - CI250876 (LILAS (Lilas TC, PP),facebook / cpc01_adv,1,0,1,0,0
CALÇA COM BOLSOS - CI250876 (LILAS (Lilas TC, PP),google / organic,1,0,1,0,0
CALÇA COM BOLSOS CARGO - CAV261660.2,(direct) / (none),1,0,0,0,0
CALÇA COM BOLSOS CARGO - CAV261660.2,edrone / email,1,0,0,0,0
CALÇA COM BOLSOS CARGO - CAV261660.2,facebook / cpc01_adv,1,0,0,0,0
CALÇA COM BOLSOS CARGO - CAV261660.2,facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
CALÇA COM BOLSOS CARGO - CAV261660.2,facebook / cpc1_advantage+sugestões_all,1,0,0,0,0
CALÇA COM BOLSOS CARGO - CAV261660.2 (BEGE (Tapioca TC) (12-1403), G),facebook / cpc03_interesses_top/estados_all,1,1,0,0,0
CALÇA COM BOLSOS CARGO - CAV261660.2 (BEGE (Tapioca TC) (12-1403), G),facebook / cpc1_advantage+sugestões_all,1,1,0,0,0
CALÇA COM BOLSOS CARGO - CAV261660.2 (BEGE (Tapioca TC) (12-1403), PP),google / cpc,1,0,1,0,0
CALÇA COM BOLSOS CARGO - CAV261660.2 (MARROM (Chicarry Coffe (19-1419), M),facebook / cpc01_adv,1,0,1,0,0
CALÇA COM BOLSOS LATERAIS - CSI250591,INSTAGRAM / LINKTREE,1,0,0,0,0
CALÇA COM BOLSOS LATERAIS - CSI250591,facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
CALÇA COM BOLSOS LATERAIS - CSI250591 (AZUL (Little Boy Blue TC, G),facebook / cpc01_adv+aberto_best_sellers+profundidade,1,1,0,0,0
CALÇA COM BOLSOS LATERAIS - CSI250591 (AZUL (Little Boy Blue TC, M),facebook / cpc01_adv,1,0,1,0,0
CALÇA COM BOTÕES (CAI251243) - CAI251244.2,INSTAGRAM / LINKTREE,1,0,0,0,0
CALÇA COM BOTÕES (CAI251243) - CAI251244.2,facebook / cpc02_aberto_top/estados_all,1,0,0,0,0
CALÇA COM BOTÕES (CAI251243) - CAI251244.2,google / organic,1,0,0,0,0
CALÇA COM BOTÕES (CAI251243) - CAI251244.2 (AZUL (Flint Stone TC) (18-3916), G),INSTAGRAM / LINKTREE,1,1,0,0,0
CALÇA COM BOTÕES (CAI251243) - CAI251244.2 (AZUL (Flint Stone TC) (18-3916), G),facebook / cpc02_aberto_top/estados_all,1,1,0,0,0
CALÇA COM BOTÕES (CAI251243) - CAI251244.2 (AZUL (Flint Stone TC) (18-3916), G),google / organic,1,1,0,0,0
CALÇA COM BOTÕES (CAI251243) - CAI251244.2 (ROXO (Purple Potion TC (19-2430), GG),(direct) / (none),1,0,1,0,0
CALÇA COM BOTÕES (CAI251243) - CAI251244.2 (ROXO (Purple Potion TC (19-2430), GG),google / cpc,1,0,1,0,0
CALÇA COM CINTO SAIA - CAV250496,(direct) / (none),1,0,0,0,0
CALÇA COM CINTO SAIA - CAV250496,edrone / email,1,0,0,0,0
CALÇA COM CINTO SAIA - CAV250496,facebook / cpc01_adv,1,0,0,0,0
CALÇA COM CINTO SAIA - CAV250496,google / cpc,1,0,0,0,0
CALÇA COM CINTO SAIA - CAV250496 (BRANCO (off white) (11-0602), G),(direct) / (none),1,2,0,0,0
CALÇA COM CINTO SAIA - CAV250496 (BRANCO (off white) (11-0602), G),edrone / email,1,1,0,0,0
CALÇA COM CINTO SAIA - CAV250496 (BRANCO (off white) (11-0602), G),facebook / cpc01_adv,1,1,0,0,0
CALÇA COM CÓS DE ELÁSTICO - CAV261613.2,google / cpc,1,0,0,0,0
CALÇA COM CÓS DE ELÁSTICO - CAV261613.2 (BRANCO (off white) (11-0602), G),(direct) / (none),1,0,0,0,0
CALÇA COM CÓS DE ELÁSTICO - CAV261613.2 (BRANCO (off white) (11-0602), G),INSTAGRAM / LINKTREE,1,0,0,0,0
CALÇA COM CÓS DE ELÁSTICO - CAV261613.2 (BRANCO (off white) (11-0602), G),google / organic,1,0,0,0,0
CALÇA COM CÓS DE ELÁSTICO - CAV261613.2 (BRANCO (off white) (11-0602), P),google / cpc,1,0,1,0,0
CALÇA COM CÓS DETALHADO - CAV250483,facebook / cpc01_adv,1,0,0,0,0
CALÇA COM CÓS DETALHADO - CAV250483,google / cpc,1,0,0,0,0
CALÇA COM CÓS DETALHADO - CAV250483 (BEGE (Novelle Peach TC) (12-1005), G),bing / organic,1,1,0,0,0
CALÇA COM CÓS DETALHADO - CAV250483 (BEGE (Novelle Peach TC) (12-1005), G),google / cpc,1,1,0,0,0
CALÇA COM FAIXA - CSI250793,facebook / cpc01_adv,1,0,0,0,0
CALÇA COM FAIXA - CSI250793 (SI25R005 FLORAL (CC0072-E), G),edrone / email,1,0,0,0,0
CALÇA COM FAIXA - CSI250793 (SI25R005 FLORAL (CC0072-E), G),facebook / cpc01_adv,1,2,0,0,0
CALÇA COM FAIXA - CSI250793 (SI25R005 FLORAL (CC0072-E), G),facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
CALÇA COM FAIXA - CSI250793 (SI25R005 FLORAL (CC0072-E), G),google / organic,1,0,0,0,0
CALÇA COM FRISO - CAV261602.2,facebook / cpc01_adv+aberto_best_sellers+profundidade,1,0,0,0,0
CALÇA COM FRISO - CAV261602.2,google / organic,1,0,0,0,0
CALÇA COM FRISO - CAV261602.2 (AMARELO (Sunshine TC) (12-0727), G),edrone / email,1,0,0,0,0
CALÇA COM FRISO - CAV261602.2 (AMARELO (Sunshine TC) (12-0727), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,1,1,0,0,0
CALÇA COM FRISO - CAV261602.2 (AMARELO (Sunshine TC) (12-0727), G),google / organic,1,1,0,0,0
CALÇA COM LENÇO - CI250869,(data not available),1,0,0,0,0
CALÇA COM LENÇO - CI250869,(direct) / (none),1,0,0,0,0
CALÇA COM LENÇO - CI250869,edrone / email,1,0,0,0,0
CALÇA COM LENÇO - CI250869,facebook / cpc02_aberto_top/estados_all,1,0,0,0,0
